POId,Site Name,SiteId,MR-Volume(KWh),D-REC Volume(KWh),%Tokenized
88079,Maskanwa (Gonda),792b427a-8177-466e-a45d-8c1a1ff928c8,21018,21018,1
88079,Manda,985f7837-fc2b-4adf-927f-625d33513227,4063.9999999999995,4063.996,0.9999990157480318
88079,Malipur,5df7337a-0918-4ed5-808f-d1ef8ae15344,18286,18286,1
88079,Kamasin(Banda),709444be-3027-498c-8ad5-e1c91433794c,16824,16824,1
88079,Garhpura,9de87be9-406f-4981-8f35-791810e1e6aa,28428,28428,1
88079,Chandwa,55b54a82-0d5b-4432-a65c-0d3b9617a67a,3937.999999999999,3938.004,1.0000010157440327
88079,Chakia1,19fd7846-ae39-4392-a27c-650a74f3df94,8430.000000000004,8429.998,0.9999997627520755
88079,Brampur,f4e157b7-4d8b-49ae-b4b4-183ac15ed3bf,22950,22950,1
88079,Bhuta (Barelly),2d6d30cc-fbf3-4cbe-a25e-eda7e4dd962f,18338,18338,1
88079,Balumath,cc6095fa-03d5-49f0-8f95-21f689b4b457,3600,3599.996,0.9999988888888889
88079,Aliganj (Barelly),392c0ddc-99d8-4a55-abd5-435feb61557e,16792,16792,1
71402b,Qualiplast,47a79633-2891-4f10-854c-2ec23b01ce00,123392.93000000001,122829.048,0.9954301919891195
65566,"Palegua, San Mateo Ixtatán",528009b4-ad99-4a26-a6b3-cc501f88efec,1348.4002,1348.3,0.9999256897173406
62092a,Sheangah Chingnyu,553ee737-c958-4cb5-adb8-61e0fb6a298b,12785.0001996,12785,0.999999984387955
62092a,Angphang,e28352ca-ed24-4ed0-8b3c-2719e83f8bf5,12334.0002003,12334,0.9999999837603375
96570SME1,C02579-Shankar Lal,c3894160-daf0-43a1-bd71-05047fc78fc9,3830.1000999999997,3529.5,0.921516385433373
96570SME1,C02614-Abhishek Bharti,946511a9-8c58-4675-a4d4-2b180bc12c2c,6129.200099999999,5520,0.9006069160639738
52132,GM,0f30f16e-fd18-4b72-8b4d-079ec263dca6,29649.989846000004,23379.88,0.7885291064662578
37757b,LN000463,87f96225-d18e-488d-a57c-ce3f82dc536b,2087.1,2087.1,1
90126,Bugogo HC2,bf800de7-35be-48a9-950e-93fa35e9b349,1444.45,1444.45,1
37757b,LN000513,10136e98-6364-4d1b-8a8e-29c664297562,8097.200000000001,8097.2,1
90126,Kigoyera HC3,356421bc-d2f6-43fa-aa96-22b6fa499272,1392.7299999999998,1392.73,1.0000000000000002
37757b,LN000504,b87fc88c-3381-4ea9-8586-6f3d0e23e92b,25293.599999999995,25293.6,1.0000000000000002
37757b,LN000489,5e4f04d8-b490-480d-a3c3-d5990122cc81,12363.800000000001,7388.2,0.5975670910237952
96570SME1,C02593-Anuj Shukla,ade84748-040d-4916-a952-5adbb00f6264,4074.7001,3981.5,0.9771271264847197
96570SME1,C02590-Yogesh Kumar,c089d29c-16b7-42dc-87bb-a63091ba2d53,5642.4001,5151.1,0.9129271070302157
96570SME1,C02586-Ramlakhan,f4072691-e90c-4302-9a52-221dda76f153,8299.7001,8424.3,1.0150125785870263
96570SME1,C02580-Mannilal,8a4dc3ee-0b9d-4ec1-bd8a-cbc3da297d32,7034.3000999999995,6385.7,0.9077946503874637
96570SME1,C02568-Harishanker,ff5b0d86-fa3d-45de-836a-12ff74f3c8f9,6862.600100000001,6266.5,0.9131378644662682
96570SME1,"C02569-Arvind ",cab82a60-5936-4491-a57b-e284fbef2f23,9197.2001,8616.9,0.9369046999423226
96570SME1,C02562-Suraj Rathore,85c0608e-f8f1-4d93-b334-df0eb3a7aa10,9636.600100000001,8910.9,0.9246933469824071
96570SME1,C02565-Sunil Kumar Maurya,f58ed0be-399e-45d9-ad9c-a416a16ec84d,11844.500100000001,10824.8,0.9139094017146404
96570SME1,C02564-Mahadev Pathak,33cdcf17-855b-4e6d-8344-dd0ca902e103,10117.5001,9234,0.9126760473172618
37757b,LN000435,a8137413-fca8-4ec7-88c0-66601220c39b,8904.93,8904.93,1
96570SME1,C02560-Kalika Parsad,a7725ad8-a016-45c8-b702-cd241a62976c,7907.300100000001,7152.1,0.9044933048639445
96570SME1,C02556-Ankit Yadav,7af3a1df-9872-4515-bb0b-7f075165ec62,8451.7001,7598.9,0.8990972124058212
96570SME1,C02518-Prabhanshu Jaiswal,2bb54f28-d60d-4abc-bd1b-713d403bf1a0,5818.200100000001,5408.1,0.9295142667918896
96570SME1,C02465-Krishna Mangal,8af90358-4b2d-4d60-a16c-680435944eed,7108.3000999999995,6452.6,0.907755709413563
96570SME1,C02471-Mohammad Shafi Khan,c07d3b3b-292b-4f94-8358-77d096d4cec4,5484.8001,5038.1,0.9185567218757891
37757b,LN000406,195a1bb4-d157-4836-8fe0-ec750ddc8e75,39393.7,39393.6,0.9999974615230355
90126,Kyankaramata HC2,0c36c473-5d30-47ad-8523-59b0daa4cea2,2486.75,2486.75,1
90126,Kasenda HC2,e00cbc4b-afea-4c9f-a163-b6c717771c83,1151.7,1151.7,1
90126,Kigambo HC3,d616e8d6-e56d-4ea7-90dc-8e07f8ecb976,2149.5299999999997,2149.53,1
90126,Kigaraale HC3,0ead8ad7-e6c4-45ee-842f-622c610f062d,2828.3400000000006,2828.34,0.9999999999999997
90126,Kichwamba HC3,532a4337-dc74-49c9-930e-9d73e35dbb7c,2451.45,2451.45,1
90126,Kazinga HC3,70c5e156-6647-4e56-bfbc-af815ca226a2,3875.8999999999996,3875.9,1.0000000000000002
90126,Bufunjo HC3,9c426a07-9e15-410c-9e45-240d25457da6,3326.55,3326.55,1
90126,Nyakarongo HC3,e81f2189-3f7d-4369-9d79-262c9c7cc8d3,1266.98,1266.98,1
37757b,LN000609,9d63a5bb-a22e-4afe-8bf7-3dfa5797273a,7671.600000000002,7671.3,0.999960894728609
37757b,LN000602,8858929d-b325-4acb-918c-589b42d12131,2881.2000000000003,2881.2,1
88079,Bhimpura,fff181f1-75f6-4682-8be9-9cd68b22771a,18450,18400,0.997289972899729
90126,Mbale HC3,a42953d9-f6d3-4012-b244-bf611f23eeb0,1504.56,1504.56,1
83496c,Batheay,65cc0ae6-6df5-4c98-825c-3c7333018df4,656847,367885,0.560077156476318
30718,Amir Nagar,8198c016-9759-4990-9147-7516a31a3f3d,17534.936018000004,17534.936,0.9999999989734776
71402a,MTN Nhyiaeso,0a9273ea-40f0-43b8-a386-9d3f7edda89f,74194.13,73808.535,0.9948028907408174
70059,LN000328,0d967ab4-bafb-4642-955c-d4836767500d,527358,527358,1
66156,Svay Luong,adab0b0e-0a37-48d3-8b18-5c73aaaa9ae8,25542.000200644,25542.473,1.0000185106629194
65566,"San José Frontera, Nentón",3443959a-ed75-4245-8898-834fab4c7375,1099.1002,984.8,0.8960056599025275
65018,Rampur Bhagan,7be90a98-7b76-48ed-9247-e9a1e23f5eae,17875.699999999997,15853.3,0.886863171791874
62092a,Wakching,983acfa4-378d-4ac7-ae15-4d6809cbe625,3526.0002001999997,3526,0.9999999432217843
62092a,Kongon,006410ae-60c2-45af-8a4e-9580ee926fff,3404.0001997000004,3404,0.9999999413337283
62092a,Hongpoi,8c5adf23-8383-4977-9a94-423429c3ed56,3045.0002002,3045,0.9999999342528778
60167,RACL,5766bd7c-c1e4-4d00-883a-59276d12798e,637245.96,637245.96,1
60167,Umang,613ea743-0267-451e-a251-1277cee52dc8,724991.2699999999,724991.27,1.0000000000000002
88079b,Sipaha,200b3516-392f-42b8-b4c0-8774c39e7b90,23212.516129032258,23213,1.0000208452614554
60167,MaralJ37,4def8578-d5df-465f-b2fe-86f356703480,10025.09,10025.09,1
60167,MaralD347,80bd6f78-2d00-4696-9f32-00c552f1ebf6,47840.67,47840.67,1.0000000000000002
60167,MaralA11,13d3cc1e-067e-4acf-95a0-dd55b0c16086,112456.28000000003,112456.28,0.9999999999999999
60167,Maral37,921c4a7c-f1f8-466e-99e9-cedfe40d1705,289371.07999999996,289371.08,1.0000000000000002
60167,Mantora,f7871e6c-3bf4-45e6-bb03-bc5dbd4aa397,961688.2000000002,961688.2,0.9999999999999999
56452,Sitio Tambo,2449f5a8-c925-4b45-b16e-78b84c781384,72043,72043,1
56452,Sitio Tabao,8a61e7cb-3a34-4b14-ade0-e12ea8a9c1c7,81249,81249,1
56452,Sitio Bulacan,00d117c3-ffa6-4931-8f84-286a78e451d2,54216,54216,1
49548,Sariguna Primatirta (Cleo) Pandaan,40b1c935-26c5-4240-8793-cbd26237b7fc,2878552.7316,2878552.732,1.0000000001389586
40780,Yelwa,69c87852-5bb4-4e4b-b98d-51c18c4879a8,83219,83219,1
40780,Sabon Gida,8d1d886e-9666-413c-b8f4-031a86bb3368,79726,79726,1
40780,Okpatta,0370bf7a-5967-46a9-bdb2-c85c4b7c0019,60399,60399,1
40780,Kiguna,3b68e323-7b63-40cc-90ae-a2086e2c9c9f,58538,58538,1
40780,Gidan Buba,3d709331-d384-4c37-824f-2e3fbe268b01,51548,51548,1
40780,Fadama Bauna,64c0f9c9-377f-4695-8b93-39abfef67e8f,72604,72604,1
40780,Burum burum,3c100702-6c7b-4fb1-927e-cc90468f773c,39623,39623,1
88079b,Sukhpura,65d79d63-8907-4541-8576-cf33ca14e291,14993.258064516129,14993,0.9999827879627619
40780,Alagye,e6037752-894f-4dc4-8032-4dbb72b679ec,34278,34278,1
40780,Akura,25a8cf00-a4e0-44d9-87ae-ad71f15cb62e,80969.3,80969.3,1
38730,Hotel Jabel Tinamit,3bef3ebc-8f38-4b2f-9e31-1b019210dfed,51845.100000000006,51845.1,0.9999999999999999
38730,Creamos ONG,de1775d3-384e-4a7f-941c-e24339218b22,23981.05,23981.05,1
38730,CECAP Santa Cruz,de6bfacd-d050-46a8-8ff0-514b79e3a227,10390.199999999999,10390.2,1.0000000000000002
38730,Casa Phillipa,3f86a9df-e293-4a1f-9b6a-c93eef982984,31918.430000000004,31918.43,0.9999999999999999
37816,Varpada,34209dcd-6eb7-4fe9-afd7-39525346d760,5407,5407,1
37816,Karelapada,9a578b42-c38b-45e8-b7b4-52b60d22683f,6787,6787,1
37816,Bhimtal,cfbac226-e6a7-49ea-adcf-1214ec994f2e,183432.86000000002,183432.86,1
37816,Bhavarepada,715cc119-6a95-434c-8226-ce569e2d2cf4,8198,8198,1
37816,Amberbhui,30446a76-2067-4724-8635-f9d5b7cc7006,20664,20664,1
88079b,Bargdawa Bazar,115f939e-70be-4b41-b9d0-8b2c89da9737,24999.354838709678,24999,0.9999858060853183
26045,Bijayipur,d80bb3a4-dcf6-433e-8292-e8004c7830d4,6160.38084516129,null,null
37757b,LN000576,a3fa74ac-8c12-493e-aadd-e5d68a3f41c2,3263.4900000000002,3263.49,0.9999999999999999
88079b,Chaurichaura,6f0c5cac-acc7-4840-92d3-8a9e9b2d6e18,26625.387096774193,26626,1.00002301950479
90126,Karwenyi HC3,8e7cdadf-8ca2-47b3-bb48-d1dc5a57ca25,1517.13,1517.13,1
88079b,Gurua,cb7fcdbd-c457-4eea-a25d-f0e80a2bc20f,27785.8064516129,27786,1.0000069657286152
88079b,Jagdishpur,0122faeb-7bd3-4678-b46d-721d9a7f6511,22763.483870967742,22763,0.9999787435451232
88079b,Nautan Bazar,f4553d5b-7b8b-4618-8da4-cddd8a5d8a64,10546.064516129032,10546,0.9999938824450643
88079b,Paliganj,cbf184b4-edc7-4f20-9321-ec30d789f4cd,26870.548387096773,26870,0.9999795915182351
98178,Merabu,c8b8b902-af59-469c-87b6-1894c9910bd0,113800,113800,1
98178,Long Beliu,5b8a37f7-60a9-44ec-913f-beec34261706,201000,201000,1
88079b,Kotawa Kala,db1d4394-8b71-4590-a981-55381dd2249c,24552.129032258064,24552,0.9999947445593049
96570SME2,C02644-Abdul kalam,9c4a59ac-168f-491d-97cf-cb2d9e9f84b8,2264.2,2247.6,0.9926684921826694
88079b,Bhathat,c4b6338a-3734-43b7-bc64-fdf58d95a2ec,16227.290322580646,16227,0.9999821089920206
37757b,LN000556,f9a59075-41a9-4981-a5d8-f4e975a34f51,5237.4,5237.4,1
37757b,LN000547,3a0f4a6f-302d-4685-a8f9-a4dd7c68b8b9,11346.37,11346.37,1
37757b,LN000545,babfa371-7bb5-4bc8-b2ce-fce330f0da90,6882.969999999999,6882.87,0.9999854713880781
37757b,LN000541,4b56ab42-ad0d-4146-9aca-f4ffadc5de88,4404.799999999999,4404.8,1.0000000000000002
37757b,LN000522,8b808c5b-65c0-4643-97d7-edbb0d379525,8279.8,8279.8,1
37757b,LN000509,89510606-f806-469a-9af1-038b5f2e11b4,2461.6999999999994,2461.7,1.0000000000000002
37757b,LN000561,80e246cd-26c1-400a-9bdb-62d859484136,2968.7,2968.5,0.9999326304443024
96570SME1,C02566-Shakti Kumar Maurya,7edf83d1-c90c-4bda-ab5f-7eae7a80c09a,4578.7001,4146,0.9054971737502528
96570SME1,C02323-Chavinath,516a9ef6-4db5-464a-a2e3-f6d9d9733f53,5701.3000999999995,4571.4,0.8018171153628626
96570SME1,C02634-Sunil Kumar,51f963e7-be8a-48a8-85ea-e858d444d2c2,5621.8001,5088,0.9050481891022769
37757b,LN000558,8e0367ce-efd6-4a50-878d-2857f038d68a,3226.7999999999997,3226.8,1
96570SME1,C02630-Gautam,491b24ae-3bc9-4a49-a123-3275a44e1602,4938.700100000001,4331.7,0.8770931444085861
96570SME1,C02629-Navneet Kumar,3386c7d2-4c94-4df2-bda4-39114001f102,6134.500100000001,5228.8,0.852359591615297
96570SME1,C02628-Chote Lal Gupta,b0ee98f0-eebe-4052-954c-b771406e6f59,4763.3000999999995,4279.9,0.8985157160263743
96570SME1,C02587-Suresh Kumar,05b21126-eaaa-4428-b9f4-51c4daa48fd4,11860.000100000001,10763.5,0.9075463667154606
96570SME1,"C02578-Sachin Singh ",63afdcee-5989-41d3-bac2-c7a0695e75ae,4482.700100000001,4058.5,0.9053695115584466
96570SME1,C02521-Ramesh,49480b77-b45c-469b-8212-8a3d3af090a9,9104.7001,8293.2,0.910870199887199
90126,Kihunda HC3,b9a00032-5268-4988-bf8d-ff6d9a1139d1,1993.44,1993.44,1
90126,Rwoburunga HC3,5f4e3e89-eea2-4c78-aeef-42bc0ea3785f,2464.6800000000003,2464.68,0.9999999999999998
90126,Ruhumuro HC3,6f96e875-8f06-4348-9da2-2b141440ca89,2391.96,2391.96,1
90126,Nyarugote HC2,03189f9f-0e3b-4759-962a-579420acfcd4,1770.01,1770.01,1
90126,Kashangura HC2,737e494e-d7f3-4a35-afc0-09a607ec844b,910.1600000000001,910.16,0.9999999999999999
90126,Nyamarebe HC3,267217f0-f9bd-463d-89da-c319a27b6b4a,2130.57,2130.57,1
90126,Nyabubare HC3,b3bf348e-7f5b-4bf6-bb25-68658711f550,1916.19,1916.19,1
90126,Myeri HC3,df46745b-414a-406f-8d98-ba871098ebb9,1700.57,1700.57,1
90126,Mitandi HC3,a23ecb0e-5f5f-4d4a-b5e9-92a1400e8efc,2084.28,2084.28,1
90126,Kyeihara HC2,75c7e709-84ee-44b6-b975-90a1e75b23eb,1101.13,1101.13,0.9999999999999998
04742,A&C Mall,9baa358a-20fb-4b30-882a-d1d029d03ff3,525438.775,525438.776,1.0000000019031712
90126,Kanyabwanga HC3,95e3cc10-666c-4ea7-beb4-acf20fac7c39,1475.41,1475.41,1
90126,Kakanju HC3,3f66c80e-f34d-49c5-8319-0cd83a540e20,3566.46,3566.46,1
90126,Buyanja HC2,a70a4377-8f11-42c0-b229-770d656fa03e,1053.69,1053.69,1
90126,Bitooma HC3,f0574a11-8dee-4271-94b1-4ec37d8c9c7b,3731.05,3731.05,1
90126,Bitereko HC3,b4b4a765-70f0-46c1-b008-c3cc58dec306,3081.3700000000003,3081.37,1
90126,Bigona HC2,5f00a574-ee26-45cb-84f6-6803487d5197,770.87,770.87,1
37757b,LN000587,d7bc1313-451b-4ebf-9524-7f0890127df2,4524.4,4524.4,1
37757b,LN000589,a77f5ff4-2eae-4412-87cb-64103b26ef6b,2675.9000000000005,2675.9,0.9999999999999999
88079b,Lauriya,0c3458ac-1f9d-41f3-ae03-c8bae92cda89,27711.83870967742,27712,1.0000058202678022
37757b,LN000570,e5d36823-d806-4087-85d8-bc9f9a927653,4473.099999999999,4473.1,1
88079b,Surajpur,6b705281-bd74-4ede-b344-6a4bf04aee90,22270.93548387097,22270,0.9999579953041646
88079b,Teghra,4d82e396-b471-4fa8-946a-2e883b50a403,20204.129032258064,20204,0.9999936135698868
88079b,Singhiaghat,dfd997c2-30a2-43f5-a393-99f7289892bd,14096.387096774193,14096,0.9999725392916968
88079b,Silao,deb10ad5-496e-4568-ae1a-2964455fa8db,21269.25806451613,21270,1.0000348829978751
88079b,Sikandarpur,4ab6d104-8bf8-4990-a271-ec8c846b79d2,31240.419354838712,31241,1.0000185863433744
88079b,Shahpur Patori,332caded-0170-42f6-8514-69395839c5e3,14716.967741935485,14717,1.0000021918961217
88079b,Sendhuria,1ef159e9-ed42-4d7f-918e-d465dabc3063,27385.612903225807,27385,0.9999776195176654
88079b,Sariya,eb38b798-551e-4108-8af5-0067044fc93c,21772.06451612903,21772,0.9999970367472968
88079b,Rosera,5311c51f-5540-4746-accb-69333575d08d,16569.645161290322,16569,0.9999610636628581
88079b,Ratasar,f2eb3803-c25a-415d-87a7-ba833c7d6fea,24111.645161290322,24111,0.9999732427511269
88079b,Ratanpura,84586f72-ab88-471f-bdb4-d6a39ccca22f,21956.516129032258,21956,0.999976493127178
88079b,Raniganj,d940405a-dd69-4e4c-9f94-3606fe643ba6,18318.58064516129,18318,0.9999683029393741
88079b,Ramlakshan,9ee6f080-9562-4fdf-abd5-e9e19fa283ea,17091.06451612903,17091,0.9999962251544385
88079b,Rajepur,f10254ec-6fd6-4867-a278-81a99af5e588,21575.8064516129,21576,1.0000089706212156
88079b,Rajauli,4c8fc10c-1fc2-43eb-836e-049cb46f99de,20143.709677419356,20144,1.000014412567759
88079b,Pawapuri,2a09d926-b507-4e91-aa68-d0465f62d8c4,19446.74193548387,19446,0.9999618478259067
88079b,Patepur,e43cacab-87b1-4916-9c24-9ab823f15054,17860.06451612903,17860,0.9999963876877952
88079b,Parwalpur,00658031-8976-460e-b43f-be92c234e69f,15418.064516129032,15418,0.9999958155494183
88079b,Pakriyar,379b1ef1-8947-4e9d-b45e-12a96d484b8f,24001.32258064516,24001,0.9999865598804368
88079b,Pahasa,3d39bdc6-dfc0-43de-a2f9-b0f2cdb5f72f,29640.93548387097,29641,1.000002176588828
88079b,Noor Sarai,29e738ce-af59-4bc8-94da-fe6a2512820c,26485.225806451614,26485,0.9999914742485768
88079b,Nai bazar,4ffa5844-a964-4ed5-be96-8b6f08cb9162,28669.74193548387,28670,1.0000090012849334
88079b,Nagarnausa,7c7da9c1-24d9-46ef-9769-efd26750fc8c,16819.548387096773,15516,0.9224980149825664
88079b,Nagara,00fe0220-726c-45cd-88f8-233aa554fbfc,21729.451612903227,21730,1.0000252370426344
88079b,Mujhri,f652f2da-717e-4e99-a8c7-cd4d9b708a0b,29064.580645161288,29065,1.0000144283808472
88079b,Maryadpur,3a2ef482-7eef-4192-b193-fb31525bb1f1,23013.8064516129,23014,1.000008410098847
88079b,Madhuban2,7148d1ef-c69c-4d9c-84f3-2e774d901cf6,22094.387096774193,22094,0.9999824798591382
88079b,Kopaganj,837f4fe3-c8c7-4b42-a806-4e850b117334,26283.677419354837,26284,1.0000122730407932
88079b,Khutaha,d2134f6e-42f0-4e55-aa4e-a5df3f7838ed,21237.387096774193,21237,0.9999817728625263
88079b,Jiyanpur,18ef2a3d-3b38-4373-9c9a-a04dc6069c8e,15826.290322580644,15827,1.0000448416783019
88079b,Jadopur,df3c1e6a-1e5c-4860-8a46-3475d8469e9a,20471.354838709678,20471,0.9999826665742216
88079b,Islampur,dd434b0d-499d-4f64-8934-57660b45761b,16004.90322580645,16005,1.0000060465341265
88079b,Harpur,6032f42e-0e4f-41b7-a8cf-f3a5b52c09df,30706.290322580644,30706,0.999990545175676
88079b,Guraru,0e20f9b2-5d8d-4db3-86a5-4da201adb2d0,26121.451612903227,26121,0.9999827110334479
88079b,Ghugali-2,78e130c0-d234-4c92-8a57-b1e6cc6e1112,17724.290322580644,17724,0.9999836200730546
88079b,Ghattichauraha,90c3073c-debf-4690-bde4-211c323c23b1,25156.32258064516,25156,0.9999871769554501
88079b,Farenda,b1623704-b493-48a5-b830-923afa75b22d,17125,17125,1
88079b,Dohrighat,765c2d7d-80c0-4651-bf50-f21a0d7e9c4f,27014.548387096773,27015,1.0000167173960028
88079b,Dhuswa,c65aa8f0-c35f-47b7-a142-5e574287defe,22915.8064516129,22916,1.0000084460648377
88079b,Chiraiyakot,58d640d1-19cf-496a-b081-fc639539bb1b,27424.90322580645,27425,1.0000035286977225
88079b,Chandi,8f6bd78e-9208-49bc-9b72-cd420595f4b7,19003.290322580644,19003,0.9999847225098542
88079b,Bodarwar,bb7fc061-57b4-4c32-8ef3-3595c5890d21,22838.225806451614,22839,1.0000338990232842
88079b,Bijayipur,d80bb3a4-dcf6-433e-8292-e8004c7830d4,11921.41935483871,11922,1.0000487060427965
88079b,Bharwara,cfddc79a-bcd5-4a8e-a6ce-a5b7a8988331,25876.1935483871,25877,1.0000311657744942
88079b,Bhalauni,66eddcf2-adbe-40a3-af63-b880a3e3b7b2,26804.83870967742,26805,1.0000060172092184
88079b,Barhaj,e5f878f4-c52a-432f-8d2e-ef9934ea063a,31322.25806451613,31323,1.0000236871646464
36148,Evbuwa,d6724404-db40-446b-a8b2-8b2a0e3cb2c4,21642.52,21642.52,1
88079b,Bankey Bazar,1857beb4-c476-4a4c-ac6b-addf15134720,20530.25806451613,20531,1.0000361386340852
88079b,Bairia,49c82977-efcd-4d88-80ff-a3aad4ee1451,26618.516129032258,26618,0.9999806101501016
88079b,Badhkagon,db063e8d-048a-4a14-8b66-79ea6177615a,19284.709677419356,19285,1.0000150545476443
88079b,Aurai,462f9a41-a287-4fb7-b3b8-3979768f10d7,18577.774193548386,18578,1.000012154655841
88079b,Amnour,1a36c201-17ae-46ff-893e-c46c301ff9f8,22215.67741935484,22216,1.000014520405526
88079b,Akabarpur,b5685f75-71c7-460c-80d0-fe517ffe2c56,19959.709677419356,19960,1.0000145454310378
36148,Akinsolu,7055f4c3-4d67-4ac4-b161-68b0e64d2098,21697.72,21697.72,1
35968,Sabon Gari Market Electrification Project,86b7bfc8-c86d-4891-b902-95df2de623ed,50977.7393419,50977.74,1.0000000129095563
35968,Iponri Market Electrification Project,46694c8f-5940-4296-9cf5-0b132c015362,167491.03470374004,167491.033,0.9999999898278731
35968,Ayangburen Market Electrification Project,17f7eedf-0078-4756-bc1c-4b5a581f3b9f,31607.93695371,31607.937,1.0000000014645056
88079,Sumerpur (Hamirpur),ffefe26c-598b-4ac0-a364-6da330280fa9,14566,14566,1
88079,Sidhpura( Kasganj),93024fff-037e-4399-ba55-af2f193f084b,13340,13340,1
31177,CNP-86,fd708b4b-d819-4daf-af83-dd08cc1d7e77,14845.790000000003,14845.79,0.9999999999999998
31177,CNP-87,e32f71f4-cf0a-476e-b84d-f6d847a197dc,12981.119999999999,12981.12,1.0000000000000002
31177,CNP-78,255e20bb-2410-4445-b5fd-a003564adc67,17876.03,17876.03,1
88079,Nidholi kalan (Eta),1d49b267-1ba1-4e72-bc48-399aba990c33,13422,13422,1
31177,CNP-76,3e6389c7-d3b2-49bb-8703-55a70f9ab78a,24573.84,24573.84,1
31177,CNP-77,6d566592-367a-4b65-b7aa-b73f642e7344,17460.57,17460.57,1
88079,Mohamdabad (Farukhabad),bbdfa735-2570-4fd2-9b41-01ee885203e3,20630,20630,1
88079b,Sahatwar,8d5707c0-55a9-4962-ae82-b708e8ce0ddd,24648.580645161288,24648,0.9999764430589474
31177,CNP-4,34eb2711-c1c2-46f5-bd43-24556bb8a7fc,11515.19,11515.19,1
88079,Khutar(Shahjahpur),ebfa7272-0f8c-4ec9-8017-130c62e23374,12388,12388,1
88079,Khajauli,1279009a-fe1b-4b81-8464-37d84f73fab6,14526,14526,1
31177,CNP-55,bfa97bf2-f6c1-413a-8a34-483a295d6db3,18122.07,18122.07,1
88079,Kauriram,83e48947-2fde-46e6-8feb-f48d9beb4d62,12734,12734,1
31177,CNP-3,9bac93d4-334a-41fc-9850-b3920eacb2e0,13684.91,13684.91,1
31177,CNP-29,f08e9a2a-1d2e-4b8a-a858-6d152801f978,17353.190000000002,17353.19,1
31177,CNP-27,a20d636f-85b4-4653-a6ff-d0bde8e4890e,11085.679999999998,11085.68,1.0000000000000002
31177,CNP-26,52f274f0-caa4-4647-96c5-b01a52cd7a99,8669.130000000001,8669.13,0.9999999999999998
98178,Teluk Sumbang,8847caaf-80cc-49de-ba63-a212e5eb7294,124300,124300,1
31177,CNP-2,ef89d7f1-7bde-4a59-bea2-3fe6c03adbfb,5155,5155,1
88079,Eka ( eta),b4cc7da1-24fe-474d-a196-580eebea35de,15704,15704,1
88079,Dahagwan( Badaun),82336021-fa4f-4bb9-aa56-4cdbfa22be5a,14890,14890,1
88079,Chhatapur,2ae34d3b-33a5-4393-bb17-a233ff333c43,12224,12224,1
88079b,Shayampur,b2b6e5a9-1f6b-4f11-8dc6-b2d8ebc748b9,13378.677419354839,13378,0.9999493657456858
31177,CNP-10,3ca53947-959f-430c-97fb-4acac152a8cd,33806.350000000006,26806.35,0.7929383089271688
88079b,pupri,08ab5590-6492-492e-b517-9a40e8b50fa6,22615.67741935484,22615,0.9999700464707608
88079,Basopatti,8b184948-3227-4b3b-a654-56c5b37420b6,7808,7808,1
31177,CNP-1,548a80f0-3761-48d8-9018-1e215a948650,18734.19,18734.19,1.0000000000000002
88079,Bakewar (Etawah),945080f6-0623-464f-a069-03b5ff0945d8,13396,13396,1
88079,Adari Bazar(Mau),4261832e-adad-4fdf-8ea8-8de54eca78ba,13548,13548,1
84848,Orkunthor,48fa7ad3-7df1-4a88-b5ec-0402cf19d0f5,59670,59670,1
84848,Kondieng,2cbd0897-88c6-4e26-920b-b395c01d6022,63112.5,63112.5,1
84848,Batheay,65cc0ae6-6df5-4c98-825c-3c7333018df4,468942.44999999995,468942.45,1.0000000000000002
27408,Subharti University,064e7ca1-3026-4537-a47e-b15f6f2f4c00,1785884.055,1785884.06,1.0000000027997338
65566nf2023,"Yulchen Frontera, San Mateo Ixtatán",a4b5a3d3-0c22-4ebd-9b9c-a3bdbf60843f,2029.3000000000002,2029.3,1
65566nf2023,"Yalcastan Cienega, Nentón",d14873f6-9cbd-4bcf-879b-adf9b94c5523,1407.6000000000001,1407.6,0.9999999999999999
65566nf2023,"Yalanhuitz, San Mateo Ixtatán",7657f767-2d03-47f7-9571-b17c3df6652b,1425.3000000000002,1425.3,0.9999999999999999
65566nf2023,"Xapper, San Mateo Ixtatán",7e626f1d-6850-4f87-afa2-d327268df3a6,1358.2,1358.2,1
65566nf2023,"San José Frontera, Nentón",3443959a-ed75-4245-8898-834fab4c7375,1246.6,1246.6,1
65566nf2023,"Sancapech, San Mateo Ixtatán",932b2cae-81ef-413f-81d4-4d63e15596af,1559.2999999999997,1559.3,1.0000000000000002
65566nf2023,"Rio Seco, Nentón",71e787fc-dbdd-4b81-9124-510813ad101c,1692.1,1692.1,1
65566nf2023,"La Bendicion de Dios, Nenton",a6f1a860-ac77-4de1-b986-5ff8ed28ce9d,1582.6,1582.6,1
65566nf2023,"Nueva Libertad, Nentón",f1393b20-23b8-481d-a579-f3788e9c26c1,1400.4,1400.4,1
65018,Mawaiya Rehmatgarh,6a479294-bfa1-4f8f-815f-ad2f079e1f26,15955.084239999998,14737,0.9236554178168351
62092a,Ukha,968e897e-22ec-4dfa-b553-0e9f7d3e4b10,1855.0302001,1855.03,0.9999998921311362
62092a,Pongkong,b168ea3b-1661-4c40-926b-b358d5738d2c,5143.2002003,5143.2,0.9999999610553757
