POId,Site Name,SiteId,MR-Volume(KWh),D-REC Volume(KWh),%Tokenized
37757b,LN000182,39107d5a-4385-4c0b-ac11-05e266dd00b4,5467.3,5467.3,1
37757b,LN000174,df262528-0c81-4a37-b985-dfb946e99754,5313.370000000001,5313.37,0.9999999999999998
96570SME2,C02705-Shyamu,d0780e21-5f20-4e11-8dce-d274d9358bf6,7474.0999999999985,7470,0.9994514389692406
96570SME2,C02635-Sonika,bdc70060-69dc-45bb-8269-0b1a9857154b,7421.099999999999,7414.6,0.9991241190659068
37757b,LN000179,47c8f55f-2111-47fa-8a85-0a0efa1da2c0,27751.379999999997,27751.38,1.0000000000000002
37757b,LN000269,f48e03dc-62a8-4240-a8ad-ae3d4a5bf880,8188.2,8188.2,1
37757b,LN000266,59000d73-e269-44ad-9176-016484c5ee6e,2420.86,2420.86,0.9999999999999998
37757b,LN000256,dca8c1e2-0294-4625-aeb1-abfc08bae1e8,3230.67,3230.67,1
96570SME,Shish Ram,d1f3d9fd-8f70-451b-94dd-7dd3a72c6740,11698.100100000001,11245.9,0.9613441416867342
37757b,LN000255,f36f26fa-d536-47af-a305-aa5f5d808e97,13052.999999999996,13053,1.0000000000000004
37757b,LN000246,83f45778-118d-488a-bc6a-b4784afeb587,4948.23,4948.23,1
37757b,LN000240,b174c48e-53e5-4bd2-9f98-f49b1df86fb0,11895.290099999998,11895.29,0.9999999915933114
37757b,LN000236,a39bc27e-51a7-44b4-bf40-7b3b45d84348,4484.879999999999,4484.88,1.0000000000000002
37757b,LN000225,0cc23988-d348-4770-b2cb-3101cc56a1e6,123606.29999999999,123606.3,1.0000000000000002
37757b,LN000217,f4492c6e-e758-4f63-afae-6387afe4ee71,15810.070000000002,15810.07,0.9999999999999999
37757b,LN000209,ec5cd1ef-73ed-48cc-8f7f-899357639f81,49852.3041,49852.3,0.9999999177570611
37757b,LN000203,22d84442-9b3a-4d46-a4ee-0d91832f94e2,8383.7001,8383.7,0.9999999880720922
37757b,LN000248,b4f3f70e-b669-4192-9b8f-1710b27a43dd,4732.839999999999,4732.84,1.0000000000000002
37757b,LN000198,12742758-c738-40f5-b5d5-e97113b16c8d,4179.4053,4179.405,0.9999999282194527
37757b,LN000190,64cca396-651f-4ae5-9313-38f375803090,5200.100100000001,5200.1,0.999999980769601
96570SME,Rinko,b88c7cbb-39d5-4ec1-ad07-691b3de92640,12359.9001,11851.8,0.9588912454073961
37757b,LN000184,7d680414-2303-4d5e-9b2f-7dd4134fe6a7,7238.699999999999,7238.7,1.0000000000000002
37757b,LN000187,9272c50c-3581-4bd8-aba2-5622048cb4b6,2020.6924000000001,2020.688,0.9999978225285548
37757b,LN000178,e86f4001-372f-4209-8f4a-bf0324bc3632,5335.47,5335.47,1
37757b,LN000137,6d6b2b76-f66b-4676-9f5b-9fec8ce066da,6955.9000000000015,6955.9,0.9999999999999998
37757b,LN000168,5fa89812-03f7-4773-ab1d-0ebbe05d2ede,8719.97,8719.97,1
37757b,LN000272,1a58473c-b92b-4fd4-835e-a90d1d285517,6186.780000000001,6186.78,0.9999999999999999
37757b,LN000275,1886738b-336c-4b01-8415-015a19125d57,7677.7,7677.7,1
37757a,LN000468,44068a87-4def-4770-833b-7e56e227194d,6069.6002,6035.4,0.9943653290376523
37757b,LN000183,55f152e7-5b26-4beb-93ea-0b14fcfa1c39,17172.9,17172.9,0.9999999999999998
37757a,LN000433,f7ed4307-caae-4671-97db-d9d510c3104f,4724.200200000001,4700.8,0.9950467382817517
37757a,LN000426,deda11b1-69cd-4b87-9e10-d3450c126cb6,8795.7702,8752.68,0.995101031629953
37757a,LN000405,564e1a02-1d63-4906-9442-e038be82b378,3017.0002000000004,3002.5,0.9951938352539716
37757a,LN000337,6456d8dd-8d0c-4924-8d8e-0d2eea89c0c3,8668.270199999999,8592.46,0.9912542873894266
37757a,LN000409,314d801e-3668-46f5-9970-d1746f40fb3c,11758.650199999998,11704.17,0.9953667981381061
88079,Chandwak,ee01fff1-9bd7-4cca-b3dd-be5bc368d47c,39800,39800,1
37757a,LN000398,4d2d58fc-665d-49cc-b523-31b0243c87c7,3031.0002000000004,2999.5,0.9896073250011661
88079,Shahpur,b0b4d0ad-74a6-4275-b865-d75f3c7c1cb9,42346,42346,1
88079,Bidhuna,97fe2442-d9b8-45d1-bf2a-004a06639d31,6821.999999999999,6822.002,1.0000002931691587
37757b,LN000197,8c91f333-a330-40cd-8dc5-68ebcfce64cf,5747.7002,5747.7,0.9999999652034738
88079,Mehnagar,62dae964-5b94-4d22-b187-c980dfc69ae9,9352,9351.996,0.9999995722840034
88079,Marhowrah,0060c79c-9e82-4edd-9e6c-8d93c7488fe9,6788.000000000001,6787.998,0.9999997053624041
37757b,LN000202,0ffae19d-14ea-4885-a5e7-c4f3334732d7,22061.699999999997,22061.7,1
88079,Ladania,83238fa6-d209-4046-994d-9d10312b8ed8,8828.000000000002,8828,0.9999999999999998
88079,kushmara ( Mainpuri),61d4282a-4eec-4da7-a34c-31deacb9791c,22884,22884,1
88079,Harington Ganj,35e4b3f3-2486-4062-851b-7bf7d4231548,21636,21636,1
88079,Hansrajpur,d20b71c9-e086-4bc8-bc40-e0b33b43db0e,62714,62714,1
88079,Haldi,19bf260e-f157-42f4-b4d2-b0459c390aef,6008.000000000001,6008.002,1.0000003328894806
88079,Garwahar,fe17c8d0-8db9-4fee-aa50-3bae1cb0990d,40366,40366,1
88079,Alam Nagar,e23234be-677c-46b3-b7e3-91e6fde09893,5478,5478.002,1.0000003650967506
88079,Dulahpur(Ghazipur),97cfa6e2-de53-40a3-9101-f6d4adaaac12,9432.000000000005,9431.998,0.9999997879558943
88079,Dhanghata,b5c4d4bd-02d9-4ba5-bcf1-7eb0b2e00b10,6829.999999999998,6830.004,1.0000005856515375
37757b,LN000156,9883403a-fab2-4edc-a856-fe1163ed7e4f,14860.7,14860.7,0.9999999999999999
90553,H1-H2 workshop,b347fc93-1d46-4696-8508-52fceff72383,1193927.00019798,1193926.812,0.9999998423706139
96570SME2,C02211-Rajkumar Gupta,716b8a4a-51c4-4904-bf25-6d140191f567,15455.500000000002,15423.2,0.9979101290802626
88079,Bewar (Mainpuri),c57bcaaa-581b-4fec-ba34-4a2dced1fafb,23584,23584,1
88079,Belthara road,c7898635-ec03-44fd-aeeb-70916461807f,4697.999999999998,4697.996,0.9999991485738615
88079,Belaujha (Mau),d71a151e-dc30-4dce-bd61-706391574fe2,10348.318000000001,10348.316,0.9999998067318766
88079,Basrehar ( Ethwa),bc25dfc4-e612-4f62-bbfa-6176fdb42886,19076,19076,1
88079,Azmatgarh,cd8c6b46-6c1b-4b90-8a89-578049af45a6,43956,43956,1
88079,Bagiya chauraha,0c12f057-cb0b-40ef-a234-736276723b7b,7770,7770,1
88079,Akhori Gola,bc30d422-6b56-41de-86b1-ca7d7e50d5b2,34528,34528,1
66156,Trav Keat,f52c1047-8a20-4ec6-ab14-4b053b604e13,60959.000400353994,57692.213,0.9464100890943248
37757b,LN000341,2d1684b2-3c14-414b-880b-45de7e136316,25610.3,25610.3,1
62092a,Lapalampong,9bc1a865-f5ba-40e0-9ba8-c840c236df11,11527.450200099998,11527.45,0.9999999826414345
88079,Thakurganj,afcbf1c7-37b6-40ed-bcc9-816c53c0d29d,4877.010752688173,4226.02,0.8665184914080103
37757a,LN000457,f0583ea3-3e6f-4c7d-b261-65ab755b8db2,18359.9002,18343.7,0.9991176313692598
37757a,LN000455,e965d7d2-0a5c-4d93-89d7-2d5366f17f54,12222.0002,12167.9,0.9955735395913347
37757a,LN000491,f84b9b5b-3523-4bd1-874d-b066ed56a363,4730.5002,4730.3,0.9999576788940837
37757a,LN000520,f41420d2-f4cd-48e7-ad32-740f3e2e7e9d,5119.2002,5109.5,0.998105133688657
37757a,LN000500,224e4355-9391-4797-8b1f-1b9bf604e2d6,4328.7002,4315.3,0.9969043363178627
37757a,LN000450,868ff1fa-ab73-4588-8593-5e363e37a5cf,9020.8002,9008.8,0.9986697189014341
37757a,LN000411,71a4baf0-9d9c-4f52-891f-08e4a055c23e,4046.6602000000003,3997.52,0.9878566033293332
37757a,LN000444,06b636c8-b727-498e-a6be-8e11e67f5022,17070.290200000003,14287.74,0.8369945579484055
37757a,LN000401,24fa5414-91bc-4185-a5fa-a4b6b81cacd8,8377.300199999998,8361.5,0.9981139269665903
88079,Pura Bazar,b98badf8-fef0-4add-a74e-15a19382cf0c,6986,6666,0.9541941024906958
37757a,LN000530,f8082208-46bf-476f-9379-445217310f5a,7786.1002,7757.1,0.9962753882874511
31177,CNP-19,bebda0c9-78b6-4e5c-8489-ab944a3b5ef1,27217.510000000006,27003.69,0.9921440278702935
37757a,LN000524,24b54ee8-189f-4a47-b3c8-0646cd883257,5711.3002,5682.4,0.9949398212337011
37757a,LN000538,c71e72d4-4d9e-455a-b81a-3ee76a26e931,4947.5001999999995,4913.3,0.9930873777428043
88079,Bisanda ( Banda),ae6fb2a7-28cb-4c1d-8b03-9b15eaadbb6f,46251,38744,0.8376899958919808
37757a,LN000503,ebac8059-8539-4429-9021-63fe8b37fca4,13044.500199999999,13010,0.9973551918838562
83496a,Tek Hoat,5db744fb-b1fe-4135-8a87-5b40e8c7e9fc,52880.000200578994,52879.365,0.999987987886222
83496a,LoLok Sa,f4c1a069-7933-4b57-8a0a-34416dfcca8f,119874.00019970801,119874.045,1.0000003737281806
83496a,Khlar Krohem,7e5eae7f-aae3-45ec-9346-c05d4dc74b6e,30012.000200599,30011.091,0.9999697054313967
66156,Psa Ler,440aeab0-449d-49db-8f86-699417187a6d,29088.43074242,29087.846,0.9999798977667382
88079,Nawabganj (Etawah),18967d88-6a00-4024-baa8-fb178989d4fe,2131.999999999999,2132.004,1.0000018761726082
58172a,Visakhapatnam,3326a73a-50b9-4f5b-a8cc-5722c62bd4e7,12824.220199880001,12824.22,0.9999999844138671
37757b,LN000345,8398e1f0-9cd9-4a85-9032-7cd2ac3c3d12,10857.779999999999,10857.78,1.0000000000000002
13138,International Central Gospel Church (ICGC),ef044627-3265-4a64-ab8c-1e143083b0d6,219305.57,219305.57,0.9999999999999999
90126ext,Kakanju HC3,3f66c80e-f34d-49c5-8319-0cd83a540e20,3912.390199999999,3912.39,0.9999999488803547
13327,Safran Aircraft Engines Hyderabad Pvt Ltd,03fd7eb6-4742-4d59-a750-82366fd4083d,567309.4790970001,550383.272,0.9701640679018056
96570SME1,Dinesh Maurya,3e3aba60-c5b6-44c5-a8d9-97ab44ee2426,11094.89585312,11094.895,0.9999999231069843
96570SME1,Dhruv Gupta,96e16b15-20be-458c-8e93-8a2a69c27846,5442.396986199999,5442.397,1.0000000025356475
96570SME1,Ragvendra,4ef428c8-4571-4e9c-90b2-31e454e9631f,7436.59725237,7436.597,0.9999999660637799
90126ext,Kasenda HC2,e00cbc4b-afea-4c9f-a163-b6c717771c83,1146.0602,1146.06,0.9999998254890974
88079,Triveniganj,4d60c701-3d1e-4d00-bddb-f9ae03e92a51,16224,16224,1
37757c,LN000362,afb9a4ad-78f6-493a-9713-da15be8a2718,5190.700000000001,5177.1,0.9973799294892789
96570SME1,Vaseem,266e62b1-11b6-41b4-ad13-53f7b87c8837,10331.096730370002,10331.096,0.9999999293037303
88079,Garhani,24d83b39-91ea-4386-8c1d-a7cf4f9cc966,4016,4016.004,1.0000009960159362
95269,Umang,613ea743-0267-451e-a251-1277cee52dc8,873607.3549882999,820175.92,0.9388381580315158
37757b,LN000719,9f62c883-8371-4c96-9d8b-74b68f3c780a,26410.6,26410.6,1
90126ext,Kyankaramata HC2,0c36c473-5d30-47ad-8523-59b0daa4cea2,3489.0602000000003,3489.06,0.9999999426779737
88079,Paraspur (Gonda),38ea2178-a274-4c5b-bdeb-8082b8e1e0db,14662,14662,1
90126ext,Myeri HC3,df46745b-414a-406f-8d98-ba871098ebb9,1541.9002000000003,1541.9,0.9999998702899188
96570SME1,Phoolchand,367e1f9f-0302-4b21-9165-8c033509a5e7,7153.398909980001,7153.399,1.0000000125842274
96570SME1,C02588-Kuldeep Gupta,d6e0b340-541d-4b26-9f5f-3bb556aa05ee,11451.900099999999,9195.8,0.8029933827313077
95269,RACL,5766bd7c-c1e4-4d00-883a-59276d12798e,517389.26019770006,481477,0.9305894749651787
95269,MaralJ37,4def8578-d5df-465f-b2fe-86f356703480,3423.3302000000003,2993.21,0.8743562043766621
95269,MaralD347,80bd6f78-2d00-4696-9f32-00c552f1ebf6,19591.01020054,16518.67,0.8431760195574133
95269,Maral37,921c4a7c-f1f8-466e-99e9-cedfe40d1705,110567.65019910003,99953.75,0.9040053742664559
95269,Mantora,f7871e6c-3bf4-45e6-bb03-bc5dbd4aa397,1031713.2701997001,945004.27,0.9159563003557019
90126ext,Ruhumuro HC3,6f96e875-8f06-4348-9da2-2b141440ca89,2103.4302000000002,2103.43,0.9999999049172157
90126ext,Nyamarebe HC3,267217f0-f9bd-463d-89da-c319a27b6b4a,2806.3501999999994,2806.35,0.9999999287330572
90126ext,Nyakarongo HC3,e81f2189-3f7d-4369-9d79-262c9c7cc8d3,1140.6301999999998,1140.63,0.9999998246583337
90126ext,Nyabubare HC3,b3bf348e-7f5b-4bf6-bb25-68658711f550,1837.3202000000003,1837.32,0.999999891145811
90126ext,Mitandi HC3,a23ecb0e-5f5f-4d4a-b5e9-92a1400e8efc,4262.2702,4262.27,0.9999999530766492
90126ext,Mbale HC3,a42953d9-f6d3-4012-b244-bf611f23eeb0,1056.8102,1056.81,0.999999810751259
90126ext,Kiyombya HC3,2597e654-5cf5-417a-921d-ac0b2373b3ea,215.13020000000003,215.13,0.9999990703304323
90126ext,Kigaraale HC3,0ead8ad7-e6c4-45ee-842f-622c610f062d,3362.2902,3362.29,0.9999999405167347
90126ext,Kichwamba HC3,532a4337-dc74-49c9-930e-9d73e35dbb7c,2290.8202,2290.82,0.9999999126950251
90126ext,Kigambo HC3,d616e8d6-e56d-4ea7-90dc-8e07f8ecb976,3063.3602000000005,3063.36,0.9999999347122155
90126ext,Kashangura HC2,737e494e-d7f3-4a35-afc0-09a607ec844b,774.6102,774.61,0.9999997418056206
37757a,LN000543,258889bf-c602-4801-ac5e-a8ef9ca45c57,3469.0002000000004,3457.6,0.9967136928962989
90126ext,Kanywambogo HC3,84e03573-79db-4740-af9e-224e3e791c51,1585.7702000000004,1585.77,0.9999998738783207
90126ext,Buyanja HC2,a70a4377-8f11-42c0-b229-770d656fa03e,994.2102,994.21,0.9999997988352967
90126ext,Bugogo HC2,bf800de7-35be-48a9-950e-93fa35e9b349,1677.0801999999996,1677.08,0.999999880745119
90126ext,Bufunjo HC3,9c426a07-9e15-410c-9e45-240d25457da6,4853.230199999999,4853.23,0.9999999587903333
90126ext,Biguli HC3,02b10157-1084-410d-89ec-7e6573b7126a,1369.7302,1369.73,0.9999998539858432
37757a,LN000536,e7ade68b-268c-412d-a118-6fe789992c4c,2755.6002,2754.4,0.9995644506049898
37757a,LN000525,3641727c-3d0f-4c7a-9c0d-9b6af1e34361,1058.7402,1052.5,0.9941060139210735
37757a,LN000476,6c579db9-f75c-49c5-903d-dbae7bd03331,4948.1002,4924.8,0.9952910816155259
37757a,LN000429,1f51e3fa-8c90-4669-aa84-101c7a409249,13766.4502,13684.92,0.9940776163197104
88079,Tilahapur mod( kaushambi),1b93b4c1-149b-42e6-b23f-b30a32f1f39d,19462,19462,1
90126ext,Nyarugote HC2,03189f9f-0e3b-4759-962a-579420acfcd4,1992.5602,1992.56,0.9999998996266212
88079,Sanjauli,fce840d9-ecf1-47a5-a452-673ca0043808,27552,27552,1
88079,Ranka,92f0df93-b793-4080-a95a-3bfb1926860a,5187.999999999998,5187.998,0.9999996144949889
88079,Raniganj2,b6e270b6-a6be-46db-9147-e4ab722a5564,5424,5423.996,0.9999992625368731
88079,Rajpur,36ada3d4-1543-404b-b540-e050e148fe7c,29740,29740,1
88079,Narpatganj,45e0e050-7141-4fca-8d80-574ecb439631,5204,5203.998,0.9999996156802461
95269,MaralA11,13d3cc1e-067e-4acf-95a0-dd55b0c16086,49749.9502001,43229.07,0.8689268999492005
37757a,LN000535,cdc6b92a-f09e-4e0d-abfb-4ae69aadb5ab,14048.200200000003,13972.7,0.9946256318300473
88079,Lalganj (Mirzapur),b3f7fdb1-e670-47d8-a3f7-9debd6efa3a0,21400,21400,1
88079,Kurebhar (sultan pur),f0a3e8fd-8605-4db2-aadd-fe496372dc31,16860,16860,1
88079,Khaira garh(Agra),b38c9c1f-d157-4e39-abb8-ca9845f14640,17032,17032,1
88079,Hariharganj,553a7cfb-3196-44fc-834e-0fd4a24a5e0b,5286.000000000001,5286.002,1.0000003783579265
90126ext,Bitooma HC3,f0574a11-8dee-4271-94b1-4ec37d8c9c7b,3611.1102,3611.11,0.9999999446153706
88079,Bihariganj,3f5ddbcf-a762-4f0d-9e65-6b93b30bf59e,3870,3869.998,0.9999994832041343
88079,Banshidhar Nagar,861b5f53-8f7f-43a8-a8db-1cc3abb857f5,4988.000000000001,4988,0.9999999999999998
88079,Bahua ( Banda),20951da8-e5f5-4091-93be-57b589aa9230,16778,16778,1
88079,Babhnan Bazar,cd3cbb2f-0968-4caa-be37-87dcad2a73ec,1364,1364,1
88079,Baberu( Banda),1fca4c20-8b93-4046-8b05-4f5c13d6a150,22108,22108,1
88079,Ambari,3685f37a-9958-4605-b95b-0d174af9579b,37462,37462,1
88079,Amanpur(Etawa),c3ba5a62-0bb5-4be2-a5a4-a64ab313f9b2,18674,18674,1
88079,Akhand Nagar,a7540b2c-9243-402b-8267-fdef4ae3c091,5398.000000000001,5398.004,1.0000007410151908
82909OC2,Shella Bholagang Block,f32b58fc-68a4-4752-93e6-47758d5422fe,1154.0002,1154.621,1.0005379548461082
82909OC2,18 West Pendam Gpu,26753634-b4a5-43a0-924a-7b852f5f96ae,646.0002,null,null
26045,Teghra,4d82e396-b471-4fa8-946a-2e883b50a403,10451.871167741936,null,null
71402a,"Alliance ",ce847bd3-4fa4-456c-b1bc-f1c25d3ce0e0,111553.48000010001,111094.99,0.9958899534097941
66156,Kanh Cho,30fb2d6e-3042-49bc-a3db-e42b098c2c4b,32086.743737523,32086.745,1.00000003934575
65018,Tadiyawan,39229c15-1428-498e-8b8c-5dfe10e09be7,23394.42,22255.2,0.951303772438043
65018,Suratganj,a8f6b18c-ce3f-4c71-bf44-c759bee369e5,18853.12,17540.7,0.9303871189490122
65018,Sangramgarh,91f209bb-d433-4d00-887e-5381e5e3e76b,14787.32,13805.9,0.9336309757278534
65018,Sakaran,d6a990b3-c66b-4874-8ede-f045828a0ea4,17029.084359999997,15896.9,0.9335146660815533
65018,Sahadatganj,c0f29efe-8ff9-456d-9ba4-29c1d4c98fcb,12641.419,11997.2,0.9490390279762106
65018,Sabalgarh/Derva,a413334c-8411-4863-af9a-850e7ef6860f,19078.620000000003,17581.5,0.9215289156133931
65018,Reusa,24e13d82-a25e-4b0f-9555-4c60ba8be487,27743.418,25965.1,0.9359012649414719
65018,Rathaurpur,30addd0f-3179-492e-a51f-b57672f4ea8c,20299.127000000004,19400.3,0.9557209036625071
65018,Quasimpur,be2472ca-89d6-44c2-b094-cd3ae2833bef,20947.92,19911.3,0.9505144186153088
65018,Pisawan,7d0a67a7-3ae6-46e6-8afd-4d3b0835b515,23317.821999999996,22119.1,0.9485920254473168
65018,Mukimpur urf Paharpur,cdb7e914-df73-446f-9077-66e08eaf6f6e,15542.419999999998,14233.5,0.9157840284846247
88079,Panwari,edc9fdd8-c612-4a1b-8402-ad2fa6b741dc,4944.000000000001,4824,0.9757281553398056
65018,Markamau,c7ec5ec8-e209-4a5b-8ded-655a1085152e,30431.62,29541.9,0.9707633047468389
65018,Maharani Pachchim,247c6a77-752d-4eed-a320-849f2eef61b5,15705.820000000002,14446.4,0.9198118913880332
65018,Lawana,b01807ad-faa6-4ac1-9009-4884c74e9ccf,17501.616,16557.5,0.9460554956753707
65018,Lalpur,3027ee39-abf0-4bf3-8889-5ee1f6d56303,17942.820000000003,16652.3,0.9280759657623493
65018,Kukra,984d61b3-fa5a-4f6e-8b02-fc44246f19c6,17248.317000000003,16526.1,0.9581282626009249
65018,Kothi,c9407ae6-76c5-4a5d-b87a-4351620812a0,15194.131000000001,13987.8,0.9206054627276808
65018,Kothawan,a018b8ac-deee-44d5-bc30-2f372bf001be,23598.41,22594.1,0.9574416242450233
65018,Kasmanda,387cd781-11d5-4c62-8063-80c89ec86d34,20029.713,18795.3,0.9383709092586598
65018,Jahangeerabad,6d7e9a6d-291f-43f8-8098-393c84bd92a2,15390.819999999998,14475.1,0.9405021954645693
65018,Haider Ganj,0afc3678-1198-4db5-b5fc-bdfb80cd2844,16698.52,15438.1,0.9245190591741064
65018,Ghurwara,454a52ea-1526-4291-8b35-22d6357f648c,18045.920000000002,17052.2,0.9449338132940851
65018,Gajner,1875d38e-ce88-4cea-b999-4d8b273876a3,16594.617,15539.3,0.9364060646895316
65018,Bansa,53054bd8-7664-48f3-aa91-e7e7c05ab05f,17718.120000000003,16702.9,0.9427015958803754
65018,Amaniganj,639a8187-1a23-4f70-a209-6a081a6ca663,9554.722,8890.1,0.9304404670277168
65018,Bankey Ganj,111498d8-9d8c-4b57-adab-d0db5c06267f,15600.712000000001,14568.4,0.9338291739505222
65018,Aurangabad,df36fe0c-f6fc-4d6e-8a26-b7d8b292ddb1,15658.425000000001,14792.9,0.9447246450393317
65018,Amir Nagar,8198c016-9759-4990-9147-7516a31a3f3d,17687.521999999997,16620,0.9396454743632264
04742,Special Ice Kumasi,d58d3a21-4623-4de8-b690-c9cf583023ee,260706.29,260706.29,1
37757b,LN000384,21731fcb-7fc3-435b-9a75-ed374a60feca,10959.099999999999,10959.1,1
49548,Bungasari Medan Phase 1,c82f0da1-30db-4eac-a9bb-215106afc3ce,686786.8916199999,686786.891,0.9999999990972456
49548,Bungasari Medan Phase 2,92e2238a-8d96-4bf8-9621-641bcb6b50ff,592210.17254,592210.173,1.0000000007767513
13138,Kasoa Stanbic Bank,73b4aa5c-102f-4089-ad6b-897d57bd7228,14742.109999999997,14742.11,1.0000000000000002
13138,Tema Stanbic Bank,f940d58b-b15f-427a-bd63-555c9d439748,9422.670000000002,9422.67,0.9999999999999998
65018,Gazipur,cf59a0ab-dbf2-455c-aea0-978a24152e17,22916.500649999994,21371.4,0.9325769377446379
65018,Kachnor,e9220010-7f06-4415-9e27-ac813b57ba52,18122.218999999997,17086.9,0.9428701860406831
37757a,LN000267,2fe148f5-9a72-46ef-90b6-b71168129432,3806.3802,3764.33,0.9889527063008577
65018,Kudwar,65a22c92-b38c-4cfc-a7e5-ae92c74666a0,16788.12,15845.9,0.9438757883550988
65018,Nabi nagar,5ed843db-d694-4ed4-aa03-5e987398290f,18592.149759,17516.3,0.9421341924981425
65018,Saidanpur,e516f514-f722-4189-ae5d-b004d1acac81,19891.220000000005,18738.3,0.9420387487544754
04742,Miro Ghana,b028d684-8ce7-4adc-9a4d-d1d04227422b,921183,921183,1
65018,Surihamou,e2170101-6d0b-4b68-8065-326a8d19874d,23051.22,21567.5,0.9356337755658919
65018,Takia,29da6973-0ae8-42bd-a8d0-564847e163d9,19068.620000000003,18046.2,0.9463820664526325
13138,Sofaamy Glass Processing Limited,ae46d58a-e70b-4d2f-ae54-8bf9873c3385,155923.11,155923.11,1.0000000000000002
13138,Nyaho Medical Centre,f9afbae7-e9ce-438c-bcb9-f6285a62b660,149646.83000000002,149646.83,0.9999999999999998
37757b,LN000321,3a32067b-11b3-4d94-b373-bf97312fc611,118430.52,118430.52,1
13138,Fairafric,5d6e8aae-4a8e-4ddc-a47f-a73b3bf34b5e,300511.01,300511.01,1
13138,Dansoman Stanbic Bank,c3510b8e-0706-469f-b43f-a1aed5eb3ecc,28591.700000000004,28591.7,0.9999999999999999
13138,Bomarts Farms,2c0bbe99-2ab1-4ba0-8273-6efc93171a5a,196200.86000000002,196200.86,1
90126ext,Rwoburunga HC3,5f4e3e89-eea2-4c78-aeef-42bc0ea3785f,2128.8902,2128.89,0.9999999060543378
90126ext,Rwaitengya HC3,fbd6c2ab-f733-4b00-9a26-7b6f48634ed6,2921.1602,2921.16,0.9999999315340529
90126ext,Kyeihara HC2,75c7e709-84ee-44b6-b975-90a1e75b23eb,1256.5402,1256.54,0.9999998408327884
90126ext,Kihunda HC3,b9a00032-5268-4988-bf8d-ff6d9a1139d1,2707.6402,2707.64,0.9999999261349423
90126ext,Kanyabwanga HC3,95e3cc10-666c-4ea7-beb4-acf20fac7c39,1053.2302,1053.23,0.9999998101079898
90126ext,Bitereko HC3,b4b4a765-70f0-46c1-b008-c3cc58dec306,3325.9702,3325.97,0.9999999398671702
90126ext,Bigona HC2,5f00a574-ee26-45cb-84f6-6803487d5197,1103.5102,1103.51,0.9999998187601711
13138,Fan Milk,ee3097f3-7fae-421f-b7ed-a8feb51ca17e,259513.61000000002,259513.61,1
37757a,LN000276,fac9bdf2-e858-4560-aed1-c42f3c9e3f2a,3347.1002000000008,3307.22,0.9880851490493172
65566,"Yulchen Frontera, San Mateo Ixtatán",a4b5a3d3-0c22-4ebd-9b9c-a3bdbf60843f,2606.500200000001,2451.9,0.9406866724967062
65566,"Yalanhuitz, San Mateo Ixtatán",7657f767-2d03-47f7-9571-b17c3df6652b,1513.7001999999998,1391.3,0.9191384132736458
65566,"Xapper, San Mateo Ixtatán",7e626f1d-6850-4f87-afa2-d327268df3a6,1735.9002,1591.9,0.9170458071264695
65566,"Sancapech, San Mateo Ixtatán",932b2cae-81ef-413f-81d4-4d63e15596af,2170.2002,2046.9,0.9431848729900587
65566,"Rio Seco, Nentón",71e787fc-dbdd-4b81-9124-510813ad101c,2359.200200000003,2231.1,0.9457018526871935
65566,"Nueva Libertad, Nentón",f1393b20-23b8-481d-a579-f3788e9c26c1,1667.2001999999998,1526.8,0.915786838317318
65566,"La Bendicion de Dios, Nenton",a6f1a860-ac77-4de1-b986-5ff8ed28ce9d,1858.9002000000005,1728.3,0.9297432966008607
65018,Bhera,31a5c108-9c88-4054-8b07-0c04e3bcbbdb,16921.600000000002,15227.88,0.8999078101361573
65018,Aliabad,f123113f-d6a3-4f5e-9af1-756c19da47d5,26023.905,24027.75,0.9232953317344189
62092a,Sheangah Tangten,1de00931-0693-45f0-b9a2-fcb10c7fcb75,11541.6812044,10483,0.908273224181898
58172a,Chithradurga,8a62a4d9-6e45-4217-854e-50690268e2ad,7806.48019997,7806.48,0.999999974384102
58172a,Banglore,56935544-2d09-481b-bfa5-25f52bc774ea,30046.720200099997,30046.72,0.9999999933403714
88079,Wajirganj 2(Badaun),3d1cc4e4-f91b-47b6-8e11-b50f81d15936,12388,12388,1
37757b,LN000412,16ff8944-cef2-4d35-b10b-883059fff6ee,23562.800000000003,23562.6,0.9999915120444088
37757a,LN000309,79e860ce-1fff-4c94-a97c-d5d882fa2df3,3426.9,3408.9,0.9947474393766961
37757b,LN000467,01f87067-5fd8-4c69-aa15-2e7e2f1f6496,2823.5,2823.4,0.9999645829644058
37757b,LN000434,63e6e3bd-af8c-452f-8fe7-91484b3cdae7,30183.200000000004,29722.8,0.9847464814863897
37757b,LN000430,af6432e8-3678-4528-90d9-7d14448e3212,10234.5,10234.5,1
96570SME1,C02515-Rajesh,4b9fbda5-75c4-4e57-a3e4-413446fee84f,6630.700099999999,5876.5,0.8862563396586132
90126,Bwizi HC3,ad466653-8c9b-4c5b-94b0-356b64bf62dc,1540.7,1540.7,1
88079,Tilauthu,0c15f54d-9b52-4adf-8c5d-e689d6a7d2a6,32402,32402,1
88079,Tarapur,d7f5a3fd-82fa-4278-bdaa-f87caafb77d1,3701.9999999999995,3702,1.0000000000000002
88079,Sangrampur,a139f93f-4374-4aa0-ab27-cdf029b934e3,14036,14036,1
